Size of Dataset, 8000
Epsilon, 1.0
MinPoints, 5
InfoGain, 0.9987380575446448
Number of Clusters, 131
Distance Metric, Manhattan
Precision, 0.0
Recall, 0.0
Accuracy, 0.797
F-1, 0.0
Parent Entropy, 0.7158873656827773
Weighted Entropy, 0.001261942455355195
Elapsed Time, 29
List of Clusters, Entropy, Average Core Distance, Size of Cluster, Buzz, NonBuzz
38, 0.0, 0.035714857142857145, 7, 0.0, 7.0
39, 0.0, 6.5000000000000004E-6, 2, 0.0, 2.0
40, 0.0, 1.9999999999999994E-7, 5, 0.0, 5.0
41, 0.0, 2.166666666666667E-6, 12, 0.0, 12.0
42, 0.0, 0.0, 2, 0.0, 2.0
43, 0.0, 1.0, 8, 0.0, 8.0
44, 0.0, 4.7000000000000004E-5, 3, 0.0, 3.0
45, 0.0, 4.9999999999999996E-6, 2, 0.0, 2.0
46, 0.0, 0.009411161290322562, 31, 0.0, 31.0
47, 0.0, 0.05808295454545453, 22, 0.0, 22.0
48, 0.0, 0.6000006000000001, 10, 0.0, 10.0
49, 0.0, 0.18333589999999997, 10, 0.0, 10.0
50, 0.0, 0.17384560000000002, 5, 0.0, 5.0
51, 0.0, 0.10000099999999996, 4, 0.0, 4.0
52, 0.0, 0.0, 5, 0.0, 5.0
53, 0.0, 1.9999999999999994E-7, 5, 0.0, 5.0
54, 0.0, 2.6666666666666664E-6, 3, 0.0, 3.0
55, 0.0, 0.07144307142857145, 14, 0.0, 14.0
56, 0.0, 4.0E-6, 1, 0.0, 1.0
57, 0.0, 4.545454545454545E-7, 11, 0.0, 11.0
58, 0.0, 0.3010782500000001, 4, 0.0, 4.0
59, 0.0, 0.0, 5, 0.0, 5.0
60, 0.0, 0.22619590476190476, 21, 0.0, 21.0
61, 0.0, 0.05263189473684209, 19, 0.0, 19.0
62, 0.0, 3.38E-5, 5, 0.0, 5.0
63, 0.0, 6.75E-6, 8, 0.0, 8.0
64, 0.0, 5.333333333333333E-6, 3, 0.0, 3.0
65, 0.0, 9.999999999999997E-7, 1, 0.0, 1.0
66, 0.0, 1.0E-6, 3, 0.0, 3.0
67, 0.0, 5.72E-5, 5, 0.0, 5.0
68, 0.0, 5.8E-5, 1, 0.0, 1.0
69, 0.0, 1.0E-6, 3, 0.0, 3.0
70, 0.0, 0.30772099999999997, 10, 0.0, 10.0
71, 0.0, 1.325E-5, 8, 0.0, 8.0
72, 0.0, 8.94736842105263E-7, 19, 0.0, 19.0
73, 0.0, 5.428571428571429E-6, 7, 0.0, 7.0
74, 0.0, 9.999999999999999E-6, 1, 0.0, 1.0
75, 0.0, 2.3E-5, 2, 0.0, 2.0
76, 0.0, 1.0, 1, 0.0, 1.0
77, 0.0, 0.0, 7, 0.0, 7.0
78, 0.0, 3.2999999999999996E-5, 1, 0.0, 1.0
79, 0.0, 1.2000000000000002E-6, 5, 0.0, 5.0
80, 0.0, 0.0, 2, 0.0, 2.0
81, 0.0, 0.6666670000000001, 1, 0.0, 1.0
82, 0.0, 6.0E-6, 2, 0.0, 2.0
83, 0.0, 0.0, 1, 0.0, 1.0
84, 0.0, 9.999999999999997E-7, 3, 0.0, 3.0
85, 0.0, 1.4E-5, 1, 0.0, 1.0
86, 0.0, 0.2333560000000001, 6, 0.0, 6.0
87, 0.0, 9.999999999999997E-7, 1, 0.0, 1.0
88, 0.0, 1.0, 4, 0.0, 4.0
89, 0.0, 1.0, 2, 0.0, 2.0
90, 0.0, 3.6666666666666666E-5, 3, 0.0, 3.0
91, 0.0, 0.0, 1, 0.0, 1.0
92, 0.0, 0.474363, 5, 0.0, 5.0
93, 0.0, 1.0, 1, 0.0, 1.0
94, 0.0, 4.000000000000001E-6, 1, 0.0, 1.0
95, 0.0, 1.0000000000000006E-6, 1, 0.0, 1.0
96, 0.0, 9.666666666666667E-6, 3, 0.0, 3.0
97, 0.0, 7.749999999999999E-6, 4, 0.0, 4.0
98, 0.0, 2.2E-5, 2, 0.0, 2.0
99, 0.0, 5.0E-6, 1, 0.0, 1.0
100, 0.0, 4.0E-6, 2, 0.0, 2.0
101, 0.0, 1.0, 1, 0.0, 1.0
102, 0.0, 4.7000000000000004E-5, 1, 0.0, 1.0
103, 0.0, 9.999999999999999E-6, 1, 0.0, 1.0
104, 0.0, 1.0, 1, 0.0, 1.0
105, 0.0, 0.250004, 1, 0.0, 1.0
106, 0.0, 0.30952475000000007, 4, 0.0, 4.0
107, 0.0, 1.0, 1, 0.0, 1.0
108, 0.0, 8.0E-6, 1, 0.0, 1.0
109, 0.0, 0.500005, 1, 0.0, 1.0
110, 0.0, 1.0, 3, 0.0, 3.0
111, 0.0, 2.0000000000000003E-6, 1, 0.0, 1.0
112, 0.0, 1.0, 1, 0.0, 1.0
113, 0.0, 3.7E-5, 1, 0.0, 1.0
114, 0.0, 9.999999999999997E-7, 1, 0.0, 1.0
115, 0.0, 4.9999999999999996E-6, 2, 0.0, 2.0
116, 0.0, 1.0, 1, 0.0, 1.0
117, 0.0, 1.0, 1, 0.0, 1.0
118, 0.0, 1.0000000000000006E-6, 1, 0.0, 1.0
119, 0.0, 0.25, 1, 0.0, 1.0
120, 0.0, 1.2E-5, 1, 0.0, 1.0
121, 0.0, 6.000000000000001E-6, 1, 0.0, 1.0
122, 0.0, 6.999999999999999E-6, 1, 0.0, 1.0
123, 0.0, 3.0500000000000006E-5, 4, 0.0, 4.0
124, 0.0, 0.6666676666666667, 3, 0.0, 3.0
125, 0.0, 4.0E-6, 1, 0.0, 1.0
126, 0.0, 1.0000000000000002E-6, 1, 0.0, 1.0
127, 0.0, 9.999999999999997E-7, 1, 0.0, 1.0
128, 0.0, 1.0, 1, 0.0, 1.0
129, 0.0, 1.0, 1, 0.0, 1.0
130, 0.0, 3.5000000000000004E-5, 1, 0.0, 1.0
