Size of Dataset, 4000
Epsilon, 1.0
MinPoints, 5
InfoGain, 1.0
Number of Clusters, 71
Distance Metric, Manhattan
Precision, 0.0
Recall, 0.0
Accuracy, 0.803
F-1, 0.0
Parent Entropy, 0.7158873656827773
Weighted Entropy, 0.0
Elapsed Time, 6
List of Clusters, Entropy, Average Core Distance, Size of Cluster, Buzz, NonBuzz
0, 0.0, 0.011369552971576224, 387, 0.0, 387.0
1, 0.0, 0.0, 284, 0.0, 284.0
2, 0.0, 0.006383333333333336, 33, 0.0, 33.0
3, 0.0, 0.05109897448979588, 196, 0.0, 196.0
4, 0.0, 0.03634350400000001, 125, 0.0, 125.0
5, 0.0, 0.06847840217391304, 92, 0.0, 92.0
6, 0.0, 0.07189866666666665, 51, 0.0, 51.0
7, 0.0, 0.0, 146, 0.0, 146.0
8, 0.0, 0.113638, 11, 0.0, 11.0
9, 0.0, 0.014293083333333333, 24, 0.0, 24.0
10, 0.0, 0.026316982456140343, 57, 0.0, 57.0
11, 0.0, 4.09090909090909E-7, 22, 0.0, 22.0
12, 0.0, 0.11111411111111108, 9, 0.0, 9.0
13, 0.0, 0.5000005, 8, 0.0, 8.0
14, 0.0, 0.0, 48, 0.0, 48.0
15, 0.0, 0.06832352173913044, 69, 0.0, 69.0
16, 0.0, 0.07892205882352941, 34, 0.0, 34.0
17, 0.0, 1.0130434782608697E-5, 23, 0.0, 23.0
18, 0.0, 0.22778033333333328, 12, 0.0, 12.0
19, 0.0, 0.12500375, 8, 0.0, 8.0
20, 0.0, 2.616666666666667E-5, 6, 0.0, 6.0
21, 0.0, 8.538461538461538E-6, 13, 0.0, 13.0
22, 0.0, 0.01250165, 20, 0.0, 20.0
23, 0.0, 4.9999999999999996E-6, 6, 0.0, 6.0
24, 0.0, 1.0, 5, 0.0, 5.0
25, 0.0, 0.5333330000000001, 2, 0.0, 2.0
26, 0.0, 0.22349195833333335, 24, 0.0, 24.0
27, 0.0, 0.08334166666666672, 27, 0.0, 27.0
28, 0.0, 0.07692807692307692, 13, 0.0, 13.0
29, 0.0, 3.333333333333333E-7, 27, 0.0, 27.0
30, 0.0, 1.2499999999999997E-7, 8, 0.0, 8.0
31, 0.0, 0.3333346666666667, 3, 0.0, 3.0
32, 0.0, 3.56E-5, 5, 0.0, 5.0
33, 0.0, 2.0000000000000008E-6, 1, 0.0, 1.0
34, 0.0, 0.3500010000000001, 10, 0.0, 10.0
35, 0.0, 2.6666666666666673E-6, 3, 0.0, 3.0
36, 0.0, 0.0, 13, 0.0, 13.0
37, 0.0, 0.03448286206896551, 29, 0.0, 29.0
38, 0.0, 1.0, 2, 0.0, 2.0
39, 0.0, 0.09090927272727271, 11, 0.0, 11.0
40, 0.0, 1.042857142857143E-5, 7, 0.0, 7.0
41, 0.0, 7.000000000000001E-6, 2, 0.0, 2.0
42, 0.0, 4.666666666666666E-6, 3, 0.0, 3.0
43, 0.0, 0.28571557142857135, 7, 0.0, 7.0
44, 0.0, 0.0, 3, 0.0, 3.0
45, 0.0, 0.2857387142857143, 7, 0.0, 7.0
46, 0.0, 1.3333333333333336E-6, 3, 0.0, 3.0
47, 0.0, 3.5E-5, 1, 0.0, 1.0
48, 0.0, 7.0E-6, 2, 0.0, 2.0
49, 0.0, 3.8E-6, 5, 0.0, 5.0
50, 0.0, 2.5E-5, 1, 0.0, 1.0
51, 0.0, 0.0, 4, 0.0, 4.0
52, 0.0, 0.0, 1, 0.0, 1.0
53, 0.0, 5.0E-6, 6, 0.0, 6.0
54, 0.0, 0.6666660000000002, 1, 0.0, 1.0
55, 0.0, 6.999999999999999E-6, 1, 0.0, 1.0
56, 0.0, 0.0, 3, 0.0, 3.0
57, 0.0, 3.5999999999999994E-5, 1, 0.0, 1.0
58, 0.0, 2.000000000000001E-6, 1, 0.0, 1.0
59, 0.0, 9.999999999999997E-7, 2, 0.0, 2.0
60, 0.0, 0.500002, 2, 0.0, 2.0
61, 0.0, 1.0, 3, 0.0, 3.0
62, 0.0, 9.999999999999997E-7, 1, 0.0, 1.0
63, 0.0, 4.9999999999999996E-6, 1, 0.0, 1.0
64, 0.0, 2.0000000000000003E-6, 1, 0.0, 1.0
65, 0.0, 0.33333499999999994, 1, 0.0, 1.0
66, 0.0, 9.999999999999997E-7, 3, 0.0, 3.0
67, 0.0, 1.0, 1, 0.0, 1.0
68, 0.0, 1.0, 1, 0.0, 1.0
69, 0.0, 3.0999999999999995E-5, 1, 0.0, 1.0
70, 0.0, 0.0, 2, 0.0, 2.0
