Size of Dataset, 8000
Epsilon, 0.5
MinPoints, 10
InfoGain, 0.9989278602105082
Number of Clusters, 101
Distance Metric, Euclidean
Precision, 0.0
Recall, 0.0
Accuracy, 0.797
F-1, 0.0
Parent Entropy, 0.7158873656827773
Weighted Entropy, 0.0010721397894918236
Elapsed Time, 31
List of Clusters, Entropy, Average Core Distance, Size of Cluster, Buzz, NonBuzz
0, 0.060830626354146024, 0.001182113475177305, 141, 1.0, 140.0
1, 0.0, 0.003041813961043966, 93, 0.0, 93.0
2, 0.0, 7.692307692307691E-8, 52, 0.0, 52.0
3, 0.0, 4.111402259943062E-8, 176, 0.0, 176.0
4, 0.0, 1.9254814169787914E-6, 21, 0.0, 21.0
5, 0.0, 0.0024224806201550387, 516, 0.0, 516.0
6, 0.0, 0.030202566989147618, 19, 0.0, 19.0
7, 0.0, 4.081721819072799E-7, 30, 0.0, 30.0
8, 0.0, 0.0011111440631802764, 225, 0.0, 225.0
9, 0.0, 0.0, 552, 0.0, 552.0
10, 0.0, 0.005241088050314465, 159, 0.0, 159.0
11, 0.0, 0.0036311149079753338, 30, 0.0, 30.0
12, 0.0, 7.017543859649122E-8, 57, 0.0, 57.0
13, 0.0, 0.008928571428571428, 56, 0.0, 56.0
14, 0.0, 8.45070422535211E-8, 71, 0.0, 71.0
15, 0.0, 2.7462544583195513E-6, 23, 0.0, 23.0
16, 0.0, 3.3656620759024777E-7, 75, 0.0, 75.0
17, 0.0, 1.4780077195243483E-5, 11, 0.0, 11.0
18, 0.0, 2.4498635411475616E-7, 37, 0.0, 37.0
19, 0.0, 0.0060461924240318475, 18, 0.0, 18.0
20, 0.0, 0.004313063957874474, 29, 0.0, 29.0
21, 0.0, 0.012087484046503477, 39, 0.0, 39.0
22, 0.0, 5.834539913687007E-6, 11, 0.0, 11.0
23, 0.0, 0.0114707636347458, 32, 0.0, 32.0
24, 0.0, 6.613815097086697E-7, 27, 0.0, 27.0
25, 0.0, 1.192861481799478E-6, 15, 0.0, 15.0
26, 0.0, 0.003683310235556536, 48, 0.0, 48.0
27, 0.0, 0.006783337638135053, 11, 0.0, 11.0
28, 0.0, 0.11224055009007923, 6, 0.0, 6.0
29, 0.0, 1.537155731318267E-5, 11, 0.0, 11.0
30, 0.0, 0.0, 21, 0.0, 21.0
31, 0.0, 2.134419054222589E-6, 19, 0.0, 19.0
32, 0.0, 3.74499141762268E-6, 12, 0.0, 12.0
33, 0.0, 1.0878565864408423E-7, 13, 0.0, 13.0
34, 0.0, 2.82842712474619E-6, 1, 0.0, 1.0
35, 0.0, 5.472135954999579E-7, 10, 0.0, 10.0
36, 0.0, 2.197818766186407E-6, 12, 0.0, 12.0
37, 0.0, 4.285714285714285E-7, 7, 0.0, 7.0
38, 0.0, 6.690717891526686E-6, 15, 0.0, 15.0
39, 0.0, 5.442627457812106E-7, 16, 0.0, 16.0
40, 0.0, 0.020834629696098842, 12, 0.0, 12.0
41, 0.0, 4.939574538357465E-6, 5, 0.0, 5.0
42, 0.0, 5.82982889862823E-7, 21, 0.0, 21.0
43, 0.0, 1.0641941345224171E-6, 6, 0.0, 6.0
44, 0.0, 1.5356294569165755E-5, 3, 0.0, 3.0
45, 0.0, 1.5938219556017534E-5, 10, 0.0, 10.0
46, 0.0, 0.0, 5, 0.0, 5.0
47, 0.0, 5.2631578947368416E-8, 19, 0.0, 19.0
48, 0.0, 9.999999999999997E-7, 1, 0.0, 1.0
49, 0.0, 7.742735596214042E-6, 11, 0.0, 11.0
50, 0.0, 1.2946082497569358E-6, 7, 0.0, 7.0
51, 0.0, 0.009103842715748198, 11, 0.0, 11.0
52, 0.0, 1.4571067811865477E-6, 4, 0.0, 4.0
53, 0.0, 1.3581127381881594E-5, 14, 0.0, 14.0
54, 0.0, 1.3120926605379715E-5, 3, 0.0, 3.0
55, 0.0, 0.016398482644949718, 15, 0.0, 15.0
56, 0.0, 0.33809500000620824, 12, 0.0, 12.0
57, 0.0, 2.26791018386047E-6, 25, 0.0, 25.0
58, 0.0, 0.025254771771916845, 14, 0.0, 14.0
59, 0.0, 7.392810124326575E-6, 4, 0.0, 4.0
60, 0.0, 4.714045207910317E-7, 6, 0.0, 6.0
61, 0.0, 0.018858030280907274, 25, 0.0, 25.0
62, 0.0, 3.354085916099517E-6, 3, 0.0, 3.0
63, 0.0, 2.030604373718116E-6, 4, 0.0, 4.0
64, 0.0, 5.673552396260436E-6, 5, 0.0, 5.0
65, 0.0, 1.0136019438747183E-6, 9, 0.0, 9.0
66, 0.0, 2.0203050891044213E-7, 7, 0.0, 7.0
67, 0.0, 3.2549882336481388E-6, 14, 0.0, 14.0
68, 0.0, 1.0828427124746188E-6, 5, 0.0, 5.0
69, 0.0, 0.5, 1, 0.0, 1.0
70, 0.0, 6.852130276643037E-6, 4, 0.0, 4.0
71, 0.0, 0.015715645634054552, 9, 0.0, 9.0
72, 0.0, 0.05018405033455043, 15, 0.0, 15.0
73, 0.0, 0.3711416155462138, 2, 0.0, 2.0
74, 0.0, 0.34310716651805445, 3, 0.0, 3.0
75, 0.0, 3.6925824035672514E-6, 2, 0.0, 2.0
76, 0.0, 1.547550411885389E-5, 2, 0.0, 2.0
77, 0.0, 0.45120101870148765, 10, 0.0, 10.0
78, 0.0, 7.071067811865479E-7, 2, 0.0, 2.0
79, 0.0, 0.0, 3, 0.0, 3.0
80, 0.0, 1.3416407864998739E-6, 10, 0.0, 10.0
81, 0.0, 4.92507460161482E-6, 3, 0.0, 3.0
82, 0.0, 8.29341057604805E-6, 7, 0.0, 7.0
83, 0.0, 1.618033988749895E-6, 2, 0.0, 2.0
84, 0.0, 1.0204438367881936E-5, 3, 0.0, 3.0
85, 0.0, 1.4142135623730952E-6, 1, 0.0, 1.0
86, 0.0, 4.472135954999581E-6, 1, 0.0, 1.0
87, 0.0, 2.3027756377319947E-6, 2, 0.0, 2.0
88, 0.0, 0.1250007071087812, 2, 0.0, 2.0
89, 0.0, 0.41247871999342794, 2, 0.0, 2.0
90, 0.0, 1.414213562373095E-6, 1, 0.0, 1.0
91, 0.0, 4.070709050501571E-6, 4, 0.0, 4.0
92, 0.0, 1.4090615462616071E-5, 2, 0.0, 2.0
93, 0.0, 1.4142135623730952E-6, 1, 0.0, 1.0
94, 0.0, 1.3210072818792046E-5, 2, 0.0, 2.0
95, 0.0, 2.8284271247461907E-6, 1, 0.0, 1.0
96, 0.0, 0.0, 1, 0.0, 1.0
97, 0.0, 1.0309593708032555E-5, 2, 0.0, 2.0
98, 0.0, 1.4541522986797285E-5, 2, 0.0, 2.0
99, 0.0, 1.0E-6, 1, 0.0, 1.0
100, 0.0, 8.278530867147738E-6, 2, 0.0, 2.0
