Size of Dataset, 8000
Epsilon, 0.5
MinPoints, 10
InfoGain, 0.9989278602105082
Number of Clusters, 100
Distance Metric, Manhattan
Precision, 0.0
Recall, 0.0
Accuracy, 0.797
F-1, 0.0
Parent Entropy, 0.7158873656827773
Weighted Entropy, 0.0010721397894918236
Elapsed Time, 25
List of Clusters, Entropy, Average Core Distance, Size of Cluster, Buzz, NonBuzz
89, 0.0, 2.0000000000000003E-6, 1, 0.0, 1.0
90, 0.0, 1.6666666666666664E-5, 3, 0.0, 3.0
91, 0.0, 4.000000000000001E-6, 1, 0.0, 1.0
92, 0.0, 0.3809520000000002, 1, 0.0, 1.0
93, 0.0, 0.0, 1, 0.0, 1.0
94, 0.0, 1.35E-5, 2, 0.0, 2.0
95, 0.0, 1.9499999999999996E-5, 2, 0.0, 2.0
96, 0.0, 1.0E-6, 1, 0.0, 1.0
97, 0.0, 1.9999999999999995E-6, 1, 0.0, 1.0
98, 0.0, 9.999999999999997E-7, 1, 0.0, 1.0
99, 0.0, 1.1E-5, 2, 0.0, 2.0
