Size of Dataset, 8000
Epsilon, 0.5
MinPoints, 20
InfoGain, 0.9989278602105082
Number of Clusters, 57
Distance Metric, Manhattan
Precision, 0.0
Recall, 0.0
Accuracy, 0.797
F-1, 0.0
Parent Entropy, 0.7158873656827773
Weighted Entropy, 0.0010721397894918236
Elapsed Time, 24
List of Clusters, Entropy, Average Core Distance, Size of Cluster, Buzz, NonBuzz
0, 0.060830626354146024, 0.0011824326241134757, 141, 1.0, 140.0
1, 0.0, 0.004302247311827943, 93, 0.0, 93.0
2, 0.0, 2.0370370370370374E-7, 54, 0.0, 54.0
3, 0.0, 1.2500000000000005E-7, 176, 0.0, 176.0
4, 0.0, 1.0380952380952378E-5, 21, 0.0, 21.0
5, 0.0, 0.0024225329457364343, 516, 0.0, 516.0
6, 0.0, 3.400000000000002E-6, 30, 0.0, 30.0
7, 0.0, 0.0011112933333333294, 225, 0.0, 225.0
8, 0.0, 0.0, 552, 0.0, 552.0
9, 0.0, 0.005241169811320754, 159, 0.0, 159.0
10, 0.0, 0.005139066666666673, 30, 0.0, 30.0
11, 0.0, 1.0526315789473687E-7, 57, 0.0, 57.0
12, 0.0, 0.00892867857142857, 56, 0.0, 56.0
13, 0.0, 3.802816901408452E-7, 71, 0.0, 71.0
14, 0.0, 2.0130434782608698E-5, 23, 0.0, 23.0
15, 0.0, 1.4666666666666648E-6, 75, 0.0, 75.0
16, 0.0, 1.0270270270270273E-6, 37, 0.0, 37.0
17, 0.0, 0.004318275862068971, 29, 0.0, 29.0
18, 0.0, 2.4999999999999972E-6, 38, 0.0, 38.0
19, 0.0, 6.032258064516127E-6, 31, 0.0, 31.0
20, 0.0, 1.1481481481481484E-6, 27, 0.0, 27.0
21, 0.0, 0.00521045833333332, 48, 0.0, 48.0
22, 0.0, 2.333333333333334E-6, 6, 0.0, 6.0
23, 0.0, 4.761904761904761E-8, 21, 0.0, 21.0
24, 0.0, 2.0000000000000003E-6, 13, 0.0, 13.0
25, 0.0, 3.999999999999999E-6, 1, 0.0, 1.0
26, 0.0, 1.2E-6, 10, 0.0, 10.0
27, 0.0, 7.142857142857143E-7, 7, 0.0, 7.0
28, 0.0, 1.2666666666666667E-6, 15, 0.0, 15.0
29, 0.0, 2.523809523809524E-6, 21, 0.0, 21.0
30, 0.0, 9.999999999999997E-7, 5, 0.0, 5.0
31, 0.0, 5.263157894736843E-8, 19, 0.0, 19.0
32, 0.0, 1.1857142857142855E-5, 7, 0.0, 7.0
33, 0.0, 7.520000000000001E-6, 25, 0.0, 25.0
34, 0.0, 2.333333333333334E-6, 6, 0.0, 6.0
35, 0.0, 5.125E-6, 24, 0.0, 24.0
36, 0.0, 7.499999999999999E-6, 2, 0.0, 2.0
37, 0.0, 3.88888888888889E-6, 9, 0.0, 9.0
38, 0.0, 4.499999999999999E-6, 8, 0.0, 8.0
39, 0.0, 4.2000000000000004E-6, 5, 0.0, 5.0
40, 0.0, 0.5, 1, 0.0, 1.0
41, 0.0, 0.02222966666666669, 9, 0.0, 9.0
42, 0.0, 1.0500000000000003E-5, 6, 0.0, 6.0
43, 0.0, 3.5000000000000004E-6, 2, 0.0, 2.0
44, 0.0, 0.0, 3, 0.0, 3.0
45, 0.0, 9.400000000000001E-6, 10, 0.0, 10.0
46, 0.0, 1.8000000000000004E-5, 7, 0.0, 7.0
47, 0.0, 3.0E-6, 2, 0.0, 2.0
48, 0.0, 5.5000000000000016E-6, 2, 0.0, 2.0
49, 0.0, 2.9999999999999992E-6, 1, 0.0, 1.0
50, 0.0, 3.0E-6, 1, 0.0, 1.0
51, 0.0, 1.7E-5, 1, 0.0, 1.0
52, 0.0, 9.999999999999997E-7, 1, 0.0, 1.0
53, 0.0, 2.0000000000000003E-6, 1, 0.0, 1.0
54, 0.0, 8.000000000000001E-6, 1, 0.0, 1.0
55, 0.0, 3.0000000000000005E-6, 1, 0.0, 1.0
56, 0.0, 1.7E-5, 2, 0.0, 2.0
