Size of Dataset, 8000
Epsilon, 0.75
MinPoints, 5
InfoGain, 0.9989278602105082
Number of Clusters, 181
Distance Metric, Euclidean
Precision, 0.0
Recall, 0.0
Accuracy, 0.797
F-1, 0.0
Parent Entropy, 0.7158873656827773
Weighted Entropy, 0.0010721397894918236
Elapsed Time, 31
List of Clusters, Entropy, Average Core Distance, Size of Cluster, Buzz, NonBuzz
0, 0.060830626354146024, 0.0011820851063829789, 141, 1.0, 140.0
1, 0.0, 0.003041405510479774, 93, 0.0, 93.0
2, 0.0, 3.1943828249997E-7, 7, 0.0, 7.0
3, 0.0, 3.8461538461538455E-8, 52, 0.0, 52.0
4, 0.0, 1.3424309997846429E-5, 5, 0.0, 5.0
5, 0.0, 3.9772727272727275E-8, 176, 0.0, 176.0
6, 0.0, 1.079018048551976E-6, 21, 0.0, 21.0
7, 0.0, 0.0011304922480852714, 516, 0.0, 516.0
8, 0.0, 0.030200441247008672, 19, 0.0, 19.0
9, 0.0, 2.610317298281767E-7, 30, 0.0, 30.0
10, 0.0, 0.0011111288888977773, 225, 0.0, 225.0
11, 0.0, 0.0, 552, 0.0, 552.0
12, 0.0, 0.18270767159911894, 6, 0.0, 6.0
13, 0.0, 0.002109708860835443, 158, 0.0, 158.0
14, 0.0, 0.003627845812060932, 30, 0.0, 30.0
15, 0.0, 3.508771929824561E-8, 57, 0.0, 57.0
16, 0.0, 0.003144660377471698, 53, 0.0, 53.0
17, 0.0, 8.45070422535211E-8, 71, 0.0, 71.0
18, 0.0, 1.1989896955718983E-6, 23, 0.0, 23.0
19, 0.0, 0.006974894813269626, 76, 0.0, 76.0
20, 0.0, 0.012640461161372277, 7, 0.0, 7.0
21, 0.0, 3.402700784896407E-6, 11, 0.0, 11.0
22, 0.0, 1.905981919947424E-5, 5, 0.0, 5.0
23, 0.0, 1.0810810810810812E-7, 37, 0.0, 37.0
24, 0.0, 0.09138237865803231, 5, 0.0, 5.0
25, 0.0, 0.006045524446445685, 18, 0.0, 18.0
26, 0.0, 0.004310771208902827, 29, 0.0, 29.0
27, 0.0, 0.012087484046503477, 39, 0.0, 39.0
28, 0.0, 2.052267887857385E-6, 11, 0.0, 11.0
29, 0.0, 0.17663043680943014, 8, 0.0, 8.0
30, 0.0, 0.15664917885206053, 9, 0.0, 9.0
31, 0.0, 0.011468722743823791, 32, 0.0, 32.0
32, 0.0, 0.007381273894505866, 8, 0.0, 8.0
33, 0.0, 2.2222222222222214E-7, 27, 0.0, 27.0
34, 0.0, 1.3451779686442456E-6, 6, 0.0, 6.0
35, 0.0, 4.666666666666668E-7, 15, 0.0, 15.0
36, 0.0, 0.003683153771344245, 48, 0.0, 48.0
37, 0.0, 0.006770092400588314, 11, 0.0, 11.0
38, 0.0, 0.11223905937791749, 6, 0.0, 6.0
39, 0.0, 2.7198005004833046E-6, 11, 0.0, 11.0
40, 0.0, 0.0, 21, 0.0, 21.0
41, 0.0, 6.849536180806356E-7, 19, 0.0, 19.0
42, 0.0, 9.21266657263379E-7, 12, 0.0, 12.0
43, 0.0, 1.0878565864408423E-7, 13, 0.0, 13.0
44, 0.0, 2.82842712474619E-6, 1, 0.0, 1.0
45, 0.0, 1.9999999999999994E-7, 10, 0.0, 10.0
46, 0.0, 3.148740664908301E-6, 6, 0.0, 6.0
47, 0.0, 8.190355937288493E-7, 12, 0.0, 12.0
48, 0.0, 4.044220534759364E-6, 6, 0.0, 6.0
49, 0.0, 2.857142857142857E-7, 7, 0.0, 7.0
50, 0.0, 1.5092175879547677E-6, 15, 0.0, 15.0
51, 0.0, 3.3657280044590646E-7, 16, 0.0, 16.0
52, 0.0, 0.020833686886723924, 12, 0.0, 12.0
53, 0.0, 0.08838968617381, 8, 0.0, 8.0
54, 0.0, 1.4957417329238153E-6, 5, 0.0, 5.0
55, 0.0, 3.8095238095238085E-7, 21, 0.0, 21.0
56, 0.0, 1.6666666666666662E-7, 6, 0.0, 6.0
57, 0.0, 7.179608453290401E-6, 3, 0.0, 3.0
58, 0.0, 2.540711264991331E-6, 10, 0.0, 10.0
59, 0.0, 0.0, 4, 0.0, 4.0
60, 0.0, 5.2631578947368416E-8, 19, 0.0, 19.0
61, 0.0, 2.6570530239252843E-5, 5, 0.0, 5.0
62, 0.0, 0.03848860267124461, 8, 0.0, 8.0
63, 0.0, 0.2720488252861662, 3, 0.0, 3.0
64, 0.0, 7.072072871979968E-6, 6, 0.0, 6.0
65, 0.0, 0.03393319949319949, 8, 0.0, 8.0
66, 0.0, 1.6997600638088706E-6, 9, 0.0, 9.0
67, 0.0, 9.999999999999997E-7, 1, 0.0, 1.0
68, 0.0, 0.023151033747806957, 9, 0.0, 9.0
69, 0.0, 1.5735864066853753E-6, 9, 0.0, 9.0
70, 0.0, 2.1839512761591546E-6, 11, 0.0, 11.0
71, 0.0, 0.02225958873704438, 9, 0.0, 9.0
72, 0.0, 9.758502706921859E-7, 7, 0.0, 7.0
73, 0.0, 3.623637192851944E-5, 5, 0.0, 5.0
74, 0.0, 0.009092946955260462, 11, 0.0, 11.0
75, 0.0, 3.5355339059327384E-7, 4, 0.0, 4.0
76, 0.0, 3.2429998928120273E-6, 5, 0.0, 5.0
