Size of Dataset, 4000
Epsilon, 0.5
MinPoints, 5
InfoGain, 1.0
Number of Clusters, 98
Distance Metric, Euclidean
Precision, 0.0
Recall, 0.0
Accuracy, 0.803
F-1, 0.0
Parent Entropy, 0.7158873656827773
Weighted Entropy, 0.0
Elapsed Time, 8
List of Clusters, Entropy, Average Core Distance, Size of Cluster, Buzz, NonBuzz
0, 0.0, 0.0014915836575875483, 257, 0.0, 257.0
1, 0.0, 0.0, 284, 0.0, 284.0
2, 0.0, 0.0039062734375, 128, 0.0, 128.0
3, 0.0, 0.0011574444446111117, 72, 0.0, 72.0
4, 0.0, 2.0075489486648513E-6, 12, 0.0, 12.0
5, 0.0, 0.001623418393478025, 66, 0.0, 66.0
6, 0.0, 0.002829171432700956, 25, 0.0, 25.0
7, 0.0, 0.0, 94, 0.0, 94.0
8, 0.0, 0.014734144880395053, 16, 0.0, 16.0
9, 0.0, 0.0, 21, 0.0, 21.0
10, 0.0, 0.027779034856499882, 9, 0.0, 9.0
11, 0.0, 4.9269867114611E-6, 8, 0.0, 8.0
12, 0.0, 4.2538262391943795E-6, 6, 0.0, 6.0
13, 0.0, 2.0845773859161834E-6, 8, 0.0, 8.0
14, 0.0, 0.2786728536741646, 9, 0.0, 9.0
15, 0.0, 2.515576474687264E-6, 8, 0.0, 8.0
16, 0.0, 0.0, 44, 0.0, 44.0
17, 0.0, 0.01683647212755328, 24, 0.0, 24.0
18, 0.0, 4.282375247063512E-7, 43, 0.0, 43.0
19, 0.0, 6.138361560990829E-6, 5, 0.0, 5.0
20, 0.0, 9.126648757736587E-6, 8, 0.0, 8.0
21, 0.0, 0.057618356133376875, 9, 0.0, 9.0
22, 0.0, 2.1573786516665268E-7, 15, 0.0, 15.0
23, 0.0, 1.8759307106558675E-6, 7, 0.0, 7.0
24, 0.0, 6.475550568743327E-7, 11, 0.0, 11.0
25, 0.0, 3.4825536486514737E-6, 6, 0.0, 6.0
26, 0.0, 0.00982267408982963, 18, 0.0, 18.0
27, 0.0, 9.523809523809521E-8, 21, 0.0, 21.0
28, 0.0, 1.931735980365178E-5, 6, 0.0, 6.0
29, 0.0, 0.005316909025010148, 38, 0.0, 38.0
30, 0.0, 0.040971890450464434, 6, 0.0, 6.0
31, 0.0, 0.0032051153846153844, 26, 0.0, 26.0
32, 0.0, 0.0, 6, 0.0, 6.0
33, 0.0, 3.5971222404232035E-6, 6, 0.0, 6.0
34, 0.0, 0.37712338093056497, 2, 0.0, 2.0
35, 0.0, 0.01837528971698476, 7, 0.0, 7.0
36, 0.0, 0.006254820352296131, 8, 0.0, 8.0
37, 0.0, 2.93686223799191E-6, 7, 0.0, 7.0
38, 0.0, 8.333333333333338E-8, 24, 0.0, 24.0
39, 0.0, 2.4999999999999994E-7, 12, 0.0, 12.0
40, 0.0, 1.414213562373095E-6, 2, 0.0, 2.0
41, 0.0, 0.0, 3, 0.0, 3.0
42, 0.0, 2.6948103366452462E-5, 5, 0.0, 5.0
43, 0.0, 3.2015982035248702E-6, 8, 0.0, 8.0
44, 0.0, 1.4142135623730956E-6, 1, 0.0, 1.0
45, 0.0, 9.999999999999997E-7, 6, 0.0, 6.0
46, 0.0, 7.071067811865476E-7, 8, 0.0, 8.0
47, 0.0, 0.005318434880447398, 14, 0.0, 14.0
48, 0.0, 0.0, 10, 0.0, 10.0
49, 0.0, 7.826237921249264E-6, 2, 0.0, 2.0
50, 0.0, 3.5355339059327374E-7, 4, 0.0, 4.0
51, 0.0, 5.945529556137202E-6, 7, 0.0, 7.0
52, 0.0, 4.134532132482946E-6, 10, 0.0, 10.0
53, 0.0, 5.380873871791838E-6, 5, 0.0, 5.0
54, 0.0, 4.935447914646528E-6, 7, 0.0, 7.0
55, 0.0, 1.2500000000000002E-7, 16, 0.0, 16.0
56, 0.0, 0.028866277279628427, 7, 0.0, 7.0
57, 0.0, 2.4999999999999994E-7, 4, 0.0, 4.0
58, 0.0, 0.008849352271502216, 8, 0.0, 8.0
59, 0.0, 4.5149900881810215E-6, 4, 0.0, 4.0
60, 0.0, 6.324555320336757E-6, 1, 0.0, 1.0
61, 0.0, 0.021899330649712428, 13, 0.0, 13.0
62, 0.0, 5.149162862899171E-6, 2, 0.0, 2.0
63, 0.0, 1.2071067811865473E-6, 2, 0.0, 2.0
64, 0.0, 5.385164807134504E-6, 1, 0.0, 1.0
65, 0.0, 0.0, 2, 0.0, 2.0
66, 0.0, 0.0, 3, 0.0, 3.0
67, 0.0, 0.0, 4, 0.0, 4.0
68, 0.0, 2.5693783669505814E-5, 5, 0.0, 5.0
69, 0.0, 1.0000000000000006E-6, 2, 0.0, 2.0
70, 0.0, 2.0000000000000012E-7, 5, 0.0, 5.0
71, 0.0, 4.038843615231785E-6, 2, 0.0, 2.0
72, 0.0, 6.70820393249937E-6, 1, 0.0, 1.0
73, 0.0, 2.6400757564888172E-5, 1, 0.0, 1.0
74, 0.0, 3.3333333333333325E-7, 3, 0.0, 3.0
75, 0.0, 5.830951894845301E-6, 1, 0.0, 1.0
76, 0.0, 0.11785101234662776, 4, 0.0, 4.0
77, 0.0, 1.551776695296637E-6, 8, 0.0, 8.0
78, 0.0, 1.8788294228055938E-5, 1, 0.0, 1.0
79, 0.0, 6.708203932499369E-6, 1, 0.0, 1.0
80, 0.0, 2.7313000567495325E-5, 1, 0.0, 1.0
81, 0.0, 3.1622776601683796E-6, 1, 0.0, 1.0
82, 0.0, 1.0000000000000006E-6, 1, 0.0, 1.0
83, 0.0, 2.943174758686337E-6, 2, 0.0, 2.0
84, 0.0, 4.472135954999581E-6, 1, 0.0, 1.0
85, 0.0, 4.472135954999581E-6, 1, 0.0, 1.0
86, 0.0, 0.0, 1, 0.0, 1.0
87, 0.0, 9.999999999999997E-7, 1, 0.0, 1.0
88, 0.0, 0.0, 2, 0.0, 2.0
89, 0.0, 2.1708342351500325E-5, 2, 0.0, 2.0
90, 0.0, 3.6055512754639888E-6, 1, 0.0, 1.0
91, 0.0, 1.276142374915397E-6, 3, 0.0, 3.0
92, 0.0, 3.8172068075839795E-6, 2, 0.0, 2.0
93, 0.0, 4.472135954999579E-6, 1, 0.0, 1.0
94, 0.0, 0.333333000003, 1, 0.0, 1.0
