Size of Dataset, 2000
Epsilon, 0.25
MinPoints, 5
InfoGain, 1.0
Number of Clusters, 44
Distance Metric, Manhattan
Precision, 0.0
Recall, 0.0
Accuracy, 0.803
F-1, 0.0
Parent Entropy, 0.7158873656827773
Weighted Entropy, 0.0
Elapsed Time, 1
List of Clusters, Entropy, Average Core Distance, Size of Cluster, Buzz, NonBuzz
0, 0.0, 1.5384615384615382E-7, 39, 0.0, 39.0
1, 0.0, 1.4814814814814817E-7, 27, 0.0, 27.0
2, 0.0, 1.694915254237288E-8, 118, 0.0, 118.0
3, 0.0, 2.928571428571427E-6, 14, 0.0, 14.0
4, 0.0, 5.172413793103449E-8, 58, 0.0, 58.0
5, 0.0, 1.4599999999999999E-5, 5, 0.0, 5.0
6, 0.0, 6.249999999999998E-8, 48, 0.0, 48.0
7, 0.0, 1.3636363636363635E-7, 22, 0.0, 22.0
8, 0.0, 1.1428571428571426E-6, 7, 0.0, 7.0
9, 0.0, 0.0, 138, 0.0, 138.0
10, 0.0, 2.3181818181818177E-6, 22, 0.0, 22.0
11, 0.0, 3.4482758620689644E-8, 29, 0.0, 29.0
12, 0.0, 1.8181818181818178E-7, 11, 0.0, 11.0
13, 0.0, 3.12E-5, 5, 0.0, 5.0
14, 0.0, 5.88235294117647E-8, 17, 0.0, 17.0
15, 0.0, 7.499999999999999E-7, 8, 0.0, 8.0
16, 0.0, 7.857142857142858E-6, 7, 0.0, 7.0
17, 0.0, 1.1857142857142857E-5, 7, 0.0, 7.0
18, 0.0, 3.2222222222222227E-6, 9, 0.0, 9.0
19, 0.0, 1.4000000000000006E-6, 10, 0.0, 10.0
20, 0.0, 0.0, 2, 0.0, 2.0
21, 0.0, 6.142857142857142E-6, 7, 0.0, 7.0
22, 0.0, 3.3333333333333325E-7, 3, 0.0, 3.0
23, 0.0, 8.636363636363635E-7, 22, 0.0, 22.0
24, 0.0, 0.0, 6, 0.0, 6.0
25, 0.0, 4.0E-6, 2, 0.0, 2.0
26, 0.0, 1.4285714285714282E-7, 7, 0.0, 7.0
27, 0.0, 6.0E-6, 5, 0.0, 5.0
28, 0.0, 0.01666883333333335, 6, 0.0, 6.0
29, 0.0, 1.4285714285714285E-7, 7, 0.0, 7.0
30, 0.0, 2.2799999999999995E-5, 5, 0.0, 5.0
31, 0.0, 4.9999999999999996E-6, 3, 0.0, 3.0
32, 0.0, 2.32E-5, 5, 0.0, 5.0
33, 0.0, 0.0, 1, 0.0, 1.0
34, 0.0, 2.2999999999999997E-5, 1, 0.0, 1.0
35, 0.0, 1.1E-5, 2, 0.0, 2.0
36, 0.0, 3.999999999999999E-6, 2, 0.0, 2.0
37, 0.0, 1.666666666666667E-6, 3, 0.0, 3.0
38, 0.0, 0.0, 1, 0.0, 1.0
39, 0.0, 1.6E-5, 1, 0.0, 1.0
40, 0.0, 2.1000000000000002E-5, 1, 0.0, 1.0
41, 0.0, 9.999999999999997E-7, 1, 0.0, 1.0
42, 0.0, 9.999999999999997E-7, 1, 0.0, 1.0
43, 0.0, 6.0E-6, 1, 0.0, 1.0
