Size of Dataset, 50000
Epsilon, 0.75
MinPoints, 5
InfoGain, 0.9993158831279192
Number of Clusters, 1217
Distance Metric, Euclidean
Number of Buzz, 1244.0
Percent Buzz, 0.02488
Number of NonBuzz, 48756.0
Percent NonBuzz, 0.97512
Parent Entropy, 0.16802625641453006
Weighted Entropy, 6.841168720808531E-4
Elapsed Time, 1221
List of Clusters, Entropy, Average Core Distance, Size of Cluster
71, 0.0, 8.051791486975712E-7, 15
72, 0.0, 8.341181572908475E-6, 5
73, 0.0, 3.6974538989369184E-6, 12
74, 0.0, 4.308574229691492E-5, 7
75, 0.0, 0.00993300213588955, 183
76, 0.0, 0.01790691755623988, 14
77, 0.0, 3.850970888636173E-7, 33
78, 0.0, 0.0033871833112805888, 168
79, 0.0, 3.076923076923077E-7, 13
80, 0.0, 1.3541012378027255E-6, 7
81, 0.0, 9.722222222222224E-8, 72
82, 0.0, 0.06756793877301205, 8
83, 0.0, 0.00803562019325588, 62
84, 0.0, 0.015928807813665687, 21
85, 0.0, 0.25440485076166897, 6
86, 0.0, 1.1683531994273683E-5, 7
87, 0.0, 2.3393222925315557E-6, 13
88, 0.0, 2.2338873521702813E-6, 27
89, 0.0, 2.0979808612889666E-6, 9
90, 0.0, 8.67857214917211E-6, 5
91, 0.0, 0.008132837532521796, 114
92, 0.0, 0.012629714327599767, 16
93, 0.0, 0.005508813540341979, 91
94, 0.0, 0.03476478268620569, 11
95, 0.0, 0.02573550772227008, 57
96, 0.0, 2.455655088218615E-6, 18
97, 0.0, 0.011344653078235085, 14
98, 0.0, 3.434398964640381E-6, 10
99, 0.0, 0.053839334914315216, 10
100, 0.0, 0.002751531900882214, 134
101, 0.0, 0.004652939205676548, 38
102, 0.0, 0.007853896917859158, 37
103, 0.0, 3.894868418830089E-5, 5
104, 0.0, 0.034738420431679254, 5
105, 0.0, 0.003167542269026955, 80
106, 0.0, 0.14829426914634047, 5
107, 0.0, 6.050742718839243E-6, 8
108, 0.0, 2.8096151018323765E-5, 8
109, 0.0, 2.0384463128060417E-6, 24
110, 0.0, 0.06555661218999388, 5
111, 0.0, 0.03503600383324949, 75
112, 0.0, 0.005748124740000524, 70
113, 0.0, 0.12652391677910407, 5
114, 0.0, 0.002686743206118586, 30
115, 0.0, 0.010102548187204113, 20
116, 0.0, 0.036002342001831604, 85
117, 0.0, 0.00625985727630323, 65
118, 0.0, 1.0591733660532984E-6, 7
119, 0.0, 1.4134832613042604E-6, 9
120, 0.0, 0.007625564138199305, 70
121, 0.0, 0.0134694756871372, 15
122, 0.0, 0.017931446865508894, 11
123, 0.0, 0.01293634892559412, 19
124, 0.0, 0.0037442755757473153, 27
125, 0.0, 0.022692757166485642, 22
126, 0.0, 7.304837687438827E-7, 14
127, 0.0, 0.017832191763751164, 9
128, 0.0, 9.599443332985093E-6, 7
129, 0.0, 6.445690715344333E-6, 5
130, 0.0, 8.668927735936948E-5, 5
131, 0.0, 0.004518199434008954, 44
132, 0.0, 4.501682070691885E-6, 6
133, 0.0, 2.4550282947351104E-6, 15
134, 0.0, 0.06199777657146117, 43
135, 0.0, 0.3605551281909605, 5
136, 0.0, 0.0031755124520449363, 82
137, 0.0, 0.019937620300390646, 9
138, 0.0, 0.003839888427018199, 18
139, 0.0, 0.0040410675591528895, 25
140, 0.0, 1.6666666666666656E-6, 15
141, 0.0, 7.368421052631577E-8, 95
142, 0.0, 0.003466290173561144, 68
143, 0.0, 6.249338701277382E-5, 5
144, 0.0, 0.012224253394447403, 59
145, 0.0, 9.036431547407633E-7, 35
146, 0.0, 0.020961810985872173, 9
147, 0.0, 0.006420671916807826, 11
148, 0.0, 0.022725509383263266, 44
149, 0.0, 1.4285714285714287E-7, 21
150, 0.0, 0.0, 22
151, 0.0, 0.003827391039290733, 137
152, 0.0, 0.01140695901009165, 12
153, 0.0, 0.008925864093413689, 13
154, 0.0, 0.059499399224110364, 17
155, 0.0, 2.920764764520841E-6, 11
156, 0.0, 0.004138298719950345, 19
157, 0.0, 0.3726778472082826, 5
158, 0.0, 0.0011467735883432934, 10
159, 0.0, 0.1429960676320513, 13
160, 0.0, 1.7269055996568135E-6, 35
161, 0.0, 0.011221179696110915, 42
162, 0.0, 1.4142135623730958E-6, 5
163, 0.0, 5.243463608841417E-6, 7
164, 0.0, 1.1683176254722156E-6, 27
165, 0.0, 0.021875, 32
166, 0.0, 0.002646091560590925, 27
167, 0.0, 6.083802566454808E-7, 24
168, 0.0, 7.817337799805945E-7, 10
169, 0.0, 0.018749212191542106, 32
170, 0.0, 0.006722588181235381, 103
171, 0.0, 1.5019764837837082E-6, 10
172, 0.0, 3.4437927957382195E-6, 7
173, 0.0, 3.3141297189448146E-6, 8
174, 0.0, 0.007120465181933314, 50
175, 0.0, 1.3681921250309262E-6, 21
176, 0.0, 0.08095123981814645, 12
177, 0.0, 0.09806086091660608, 22
178, 0.0, 0.012068035659915226, 15
179, 0.0, 0.6042413332225368, 6
180, 0.0, 5.8558997014872995E-6, 14
181, 0.0, 1.442624501612768E-7, 31
182, 0.0, 0.014814315155021166, 21
183, 0.0, 1.2986531484580476E-4, 5
184, 0.0, 0.06699557496581404, 5
185, 0.0, 0.011225689339019098, 7
186, 0.0, 9.365785440546212E-7, 18
187, 0.0, 0.01496774621526931, 42
188, 0.0, 0.0838064783407798, 9
189, 0.0, 0.2773498207686459, 5
190, 0.0, 0.02361003217796449, 6
191, 0.0, 0.006495878611555327, 22
192, 0.0, 4.586040750448731E-6, 9
193, 0.0, 6.32455532033676E-6, 5
194, 0.0, 6.569035593728849E-6, 12
195, 0.0, 3.1180339887498955E-7, 20
196, 0.0, 1.624756536222501E-5, 7
197, 0.0, 0.015875325627914442, 7
198, 0.0, 0.008734451182402141, 9
199, 0.0, 0.04697629356528732, 13
200, 0.0, 1.754385964912282E-8, 57
201, 0.0, 4.255942978544124E-7, 30
202, 0.0, 0.38844047771898377, 12
203, 0.0, 0.024263980689083198, 17
204, 0.0, 0.03124851700214506, 25
205, 0.0, 9.588349562962333E-7, 27
206, 0.0, 3.703703703703703E-8, 54
207, 0.0, 0.008109539113702147, 16
208, 0.0, 0.013763214913821474, 11
209, 0.0, 0.6530919480149792, 5
210, 0.0, 0.008708809499212572, 12
211, 0.0, 0.0042899153539929565, 43
212, 0.0, 0.03544603210962304, 26
213, 0.0, 0.07529712323443473, 21
214, 0.0, 6.89655172413793E-8, 29
215, 0.0, 1.2645235416196656E-7, 27
216, 0.0, 0.09974448275804956, 7
217, 0.0, 0.006157281096374476, 25
218, 0.0, 0.1519675952529274, 9
219, 0.0, 7.169735406917249E-6, 5
220, 0.0, 0.10856817235311421, 6
221, 0.0, 0.0, 5
222, 0.0, 5.242640687119284E-7, 10
223, 0.0, 0.016666935702260396, 30
224, 0.0, 2.215191901821397E-5, 7
225, 0.0, 0.010131033459143426, 14
226, 0.0, 0.008705087152270854, 13
227, 0.0, 0.014013108908472717, 57
228, 0.0, 0.05237823948931426, 5
229, 0.0, 5.948577786877434E-5, 6
230, 0.0, 2.9555734387639945E-7, 62
231, 0.0, 0.01873996315410368, 10
232, 0.0, 1.8091300403103832E-6, 9
233, 0.0, 8.530056647916489E-7, 12
234, 0.0, 0.21049009560460497, 6
235, 0.0, 0.003159623982456958, 29
236, 0.0, 0.005098710927079359, 17
237, 0.0, 1.254941209459271E-6, 8
238, 0.0, 9.119273736767605E-6, 7
239, 0.0, 0.31347794229332543, 6
240, 0.0, 0.003421484425400328, 31
241, 0.0, 3.6490520476363053E-6, 6
242, 0.0, 3.333333333333335E-7, 9
243, 0.0, 1.0973698010786796E-7, 22
244, 0.0, 0.0028943003221903974, 32
245, 0.0, 8.650777420699102E-6, 9
246, 0.0, 2.2501421074555684E-6, 10
247, 0.0, 0.028808989780060024, 40
248, 0.0, 0.07028998216710473, 22
249, 0.0, 0.14512724713242026, 13
250, 0.0, 1.9591075156002047E-5, 5
251, 0.0, 0.0642824346533225, 11
252, 0.0, 0.010962836432748958, 12
253, 0.0, 0.0065511228390764615, 12
254, 0.0, 0.007773794194652082, 14
255, 0.0, 0.23817299771594597, 5
256, 0.0, 5.85865800681754E-6, 9
257, 0.0, 1.0000000000000006E-6, 2
258, 0.0, 6.321180183759938E-6, 7
259, 0.0, 2.6666666666666683E-7, 15
260, 0.0, 3.2169892001050898E-6, 8
261, 0.0, 1.4317851265415053E-5, 5
262, 0.0, 0.00910645802988231, 18
263, 0.0, 0.1402307822290021, 12
264, 0.0, 0.008760694036447957, 30
265, 0.0, 0.0, 35
266, 0.0, 3.669152706817991E-6, 11
267, 0.0, 0.03771319208767952, 10
268, 0.0, 0.01978730659327998, 33
269, 0.0, 0.006048740328242242, 18
270, 0.0, 1.4142135623730954E-6, 5
271, 0.0, 1.5300563079745767E-7, 50
272, 0.0, 0.006550645739938575, 18
273, 0.0, 0.1538078748142717, 7
274, 0.0, 4.545454545454547E-7, 11
275, 0.0, 1.2499999999999997E-7, 16
276, 0.0, 4.163330765278393E-6, 5
277, 0.0, 1.666666666666667E-7, 12
278, 0.0, 6.730056307974572E-7, 50
279, 0.0, 3.0973665961010258E-6, 5
280, 0.0, 1.8258927525500907E-5, 7
281, 0.0, 0.08097058754363776, 9
282, 0.0, 7.869342169659608E-6, 7
283, 0.0, 0.01886350810260561, 10
284, 0.0, 1.997344224261306E-6, 7
285, 0.0, 5.540522907088022E-6, 7
286, 0.0, 3.1530096874093534E-7, 14
287, 0.0, 3.5E-7, 20
288, 0.0, 1.9112750703657873E-5, 6
289, 0.0, 0.03244783917965088, 25
290, 0.0, 0.04259364504577821, 7
291, 0.0, 0.008369038010379377, 13
292, 0.0, 0.008838834782509521, 8
293, 0.0, 0.0025844190642985536, 43
294, 0.0, 7.661721286897854E-6, 11
295, 0.0, 5.361024843888465E-6, 9
296, 0.0, 1.0000000000000006E-6, 6
297, 0.0, 0.002596441550590229, 14
298, 0.0, 0.013948161879499966, 68
299, 0.0, 0.008615641034482101, 66
300, 0.0, 2.0472754501538423E-6, 8
301, 0.0, 0.008959007156313545, 21
302, 0.0, 0.008418206776104102, 14
303, 0.0, 0.0025361984163281967, 31
304, 0.0, 1.7388646903307225E-6, 5
305, 0.0, 1.1479334151332485E-6, 14
306, 0.0, 0.1212179013483824, 7
307, 0.0, 0.3726778471837306, 2
308, 0.0, 3.3405567502988784E-6, 7
309, 0.0, 1.7616203455702598E-5, 6
310, 0.0, 0.007021175629036506, 38
311, 0.0, 2.307692307692308E-7, 13
312, 0.0, 3.0769230769230764E-7, 13
313, 0.0, 7.69672331458316E-7, 12
314, 0.0, 1.485964255961666E-6, 20
315, 0.0, 4.4931982313936624E-6, 9
316, 0.0, 0.3414327931414295, 5
317, 0.0, 2.7475468957064267E-7, 30
318, 0.0, 2.6415032834654135E-6, 16
319, 0.0, 0.03335518758608501, 25
320, 0.0, 4.642640687119285E-6, 10
321, 0.0, 2.3649597624044444E-6, 10
322, 0.0, 0.003022920661400844, 39
323, 0.0, 0.012644928504746246, 7
324, 0.24229218908241482, 0.010709077354832265, 25
325, 0.0, 1.0550501159512718E-6, 11
326, 0.0, 0.0, 7
327, 0.0, 0.1767766953451242, 7
328, 0.0, 1.0025358494789433E-5, 5
329, 0.0, 1.6666666666666662E-7, 6
330, 0.0, 0.037081042582316114, 21
331, 0.0, 2.5196501465919524E-6, 6
332, 0.0, 0.06534080653030419, 13
333, 0.0, 8.785232233720341E-5, 7
334, 0.0, 0.0, 14
335, 0.0, 5.887824399230679E-7, 49
336, 0.0, 0.04975779302073447, 13
337, 0.0, 0.11004529069300639, 14
338, 0.0, 0.0027688166885712967, 13
339, 0.0, 0.38474213665989554, 7
340, 0.0, 0.009079613580859828, 6
341, 0.0, 0.10069200340245499, 5
342, 0.0, 4.6013635611534205E-6, 9
343, 0.0, 0.009322596654538327, 8
344, 0.0, 0.0057525536547451, 6
345, 0.0, 8.232168307397653E-7, 11
346, 0.0, 0.011077503934621799, 22
347, 0.0, 0.015544105558388227, 41
348, 0.0, 0.005612112661905631, 42
349, 0.0, 0.0254383755509436, 21
350, 0.0, 8.265585161209452E-5, 5
351, 0.0, 0.17994487205508009, 5
352, 0.0, 0.06829323201845566, 16
353, 0.0, 0.12556371730899762, 8
354, 0.0, 0.004074066666666666, 45
355, 0.0, 2.188854381999833E-6, 5
356, 0.0, 6.154123647045649E-7, 14
357, 0.0, 0.005657867231988043, 25
358, 0.0, 6.583966134433475E-6, 7
359, 0.0, 0.00512854216065779, 12
360, 0.0, 1.332300531657174E-6, 9
361, 0.0, 1.909090909090909E-6, 11
362, 0.0, 5.541729892668213E-6, 6
363, 0.0, 0.0024117826514708086, 22
364, 0.0, 0.03535533905954834, 8
365, 0.0, 1.0E-6, 11
366, 0.0, 7.296181273332772E-7, 15
367, 0.0, 0.01024999367197821, 23
368, 0.0, 0.4714040494002997, 5
369, 0.0, 0.0, 8
370, 0.0, 0.006419882227391379, 17
371, 0.0, 0.008199378774669521, 15
372, 0.0, 2.000000000000001E-6, 5
373, 0.0, 0.011785490143392396, 5
374, 0.0, 0.0, 5
375, 0.0, 1.4285714285714295E-7, 7
376, 0.0, 0.013125311330694068, 6
377, 0.0, 8.607825451690178E-6, 9
378, 0.0, 8.333333333333331E-8, 12
379, 0.0, 8.10257877132387E-6, 6
380, 0.0, 0.08944272457835806, 6
381, 0.0, 0.0, 5
382, 0.0, 3.348880108877038E-6, 10
383, 0.0, 0.014732187552091611, 8
384, 0.0, 0.0757244318999974, 16
385, 0.0, 0.09129517571868487, 7
386, 0.0, 0.019722141361951946, 6
387, 0.0, 2.4986330059552644E-5, 6
388, 0.0, 0.0, 4
389, 0.0, 5.3960378583985455E-6, 9
390, 0.0, 5.108556851512799E-6, 6
391, 0.0, 0.004421895466181167, 10
392, 0.0, 0.01574695931070633, 6
393, 0.0, 0.5521217044708484, 3
394, 0.0, 1.1296442789963575E-5, 9
395, 0.0, 0.167347764577608, 6
396, 0.0, 2.857142857142857E-7, 7
397, 0.0, 2.809256013480184E-6, 17
398, 0.0, 1.0281466001548109E-5, 8
399, 0.0, 0.10101586055466731, 5
400, 0.0, 9.99999999999999E-7, 1
401, 0.0, 3.3053082918988955E-6, 11
402, 0.0, 1.7024242288146979E-6, 13
403, 0.0, 1.465168668967294E-6, 8
404, 0.0, 0.0, 12
405, 0.0, 3.0789921938924073E-6, 7
406, 0.0, 1.5811388300841894E-5, 5
407, 0.0, 2.7370341836426594E-6, 3
408, 0.0, 0.00505531335348182, 8
409, 0.0, 1.4385592485424384E-5, 6
410, 0.0, 0.011787714704988033, 15
411, 0.0, 4.87209436028259E-6, 7
412, 0.0, 5.550120821383045E-5, 5
413, 0.0, 1.7667979351612206E-6, 9
414, 0.0, 0.12889555178723164, 13
415, 0.0, 0.017256849006626444, 11
416, 0.0, 7.44520838205434E-7, 17
417, 0.0, 2.5000000000000015E-7, 4
418, 0.0, 0.021429918693588484, 11
419, 0.0, 4.472135954999579E-6, 8
420, 0.0, 4.472135954999581E-6, 1
421, 0.0, 0.0041313638965509245, 13
422, 0.0, 0.0075765726582639106, 7
423, 0.0, 2.4291128235568596E-6, 19
424, 0.0, 3.333333333333335E-7, 9
425, 0.0, 0.007384705963487809, 6
426, 0.0, 0.14142215623730953, 5
427, 0.0, 0.01715285596690316, 3
428, 0.0, 6.383012157278372E-6, 5
429, 0.0, 8.713375284614345E-6, 5
430, 0.0, 0.24678108778317487, 8
431, 0.0, 0.03465776023711968, 10
432, 0.0, 3.2188679859713283E-6, 6
433, 0.0, 0.02525777437642023, 8
434, 0.0, 5.9857807220165595E-5, 6
435, 0.0, 5.547772325697746E-6, 6
436, 0.0, 0.13665357773944942, 8
437, 0.0, 6.0433687159113115E-6, 6
438, 0.0, 0.0, 3
439, 0.0, 0.019339906963738402, 9
440, 0.0, 3.803509238107987E-6, 14
441, 0.0, 0.060065326535633214, 7
442, 0.0, 0.006516144533148115, 9
443, 0.0, 0.008317077036923163, 13
444, 0.0, 0.06508652769275995, 8
445, 0.0, 2.610317298281767E-6, 3
446, 0.0, 0.0, 2
447, 0.0, 5.385164807134503E-6, 5
448, 0.0, 0.28137067195844306, 4
449, 0.0, 1.2768476086347598E-5, 4
450, 0.0, 0.08880030769478504, 6
451, 0.0, 6.363636363636364E-7, 11
452, 0.0, 7.228666136694409E-7, 11
453, 0.0, 0.11439610632651216, 6
454, 0.0, 1.4285714285714282E-7, 7
455, 0.0, 4.866903547306902E-6, 4
456, 0.0, 3.597122240423204E-6, 6
457, 0.0, 1.255298139499415E-4, 6
458, 0.0, 1.5133666727233273E-5, 5
459, 0.0, 8.07425463273196E-6, 8
460, 0.0, 2.077714820759648E-6, 7
461, 0.0, 0.006437995778050101, 11
462, 0.0, 0.005602567080922292, 11
463, 0.0, 8.129634724957147E-6, 9
464, 0.0, 0.09965131066129898, 11
465, 0.0, 0.06148718032782646, 6
466, 0.0, 1.3596593909696111E-5, 8
467, 0.0, 0.031188534018776463, 13
468, 0.0, 3.3866484546084857E-6, 7
469, 0.0, 0.0, 5
470, 0.0, 4.163330765278394E-6, 5
471, 0.0, 0.006948369885733162, 12
472, 0.0, 7.400296995134438E-6, 15
473, 0.0, 0.05683889338062995, 6
474, 0.0, 0.00737066423616809, 12
475, 0.0, 1.007548721562622E-5, 8
476, 0.0, 0.005947798060202865, 17
477, 0.0, 0.005641552710342064, 14
478, 0.0, 0.02524558093188886, 17
479, 0.0, 0.11916842345014314, 5
480, 0.0, 4.894427190999919E-6, 5
481, 0.0, 1.7453559924999308E-6, 3
482, 0.0, 0.023738825826011757, 4
483, 0.0, 0.1354521629532706, 7
484, 0.0, 0.05892664005732063, 4
485, 0.0, 1.0000000000000006E-6, 2
486, 0.0, 1.1848191962583275E-6, 10
487, 0.0, 0.24736460446999678, 5
488, 0.0, 2.3114771267855655E-7, 14
489, 0.0, 2.6013320259816104E-6, 11
490, 0.0, 1.2525579941915559E-5, 5
491, 0.0, 1.428571428571427E-7, 7
492, 0.0, 0.0547060420320546, 8
493, 0.0, 2.392168436445361E-6, 14
494, 0.0, 0.0, 5
495, 0.0, 1.8485281374238568E-6, 5
496, 0.0, 1.800000000000001E-6, 5
497, 0.0, 7.060113295832981E-7, 6
498, 0.0, 1.0150552796117017E-5, 5
499, 0.0, 1.0526315789473686E-7, 19
500, 0.0, 2.795084971874737E-7, 8
501, 0.0, 0.0, 7
502, 0.0, 0.10873788726212893, 2
503, 0.0, 7.918005332458783E-6, 9
504, 0.0, 1.0126578498350629E-5, 2
505, 0.0, 0.013312446018352336, 14
506, 0.0, 2.8284271247461914E-7, 5
507, 0.0, 4.048528137423857E-6, 5
508, 0.0, 2.9970129581991207E-5, 8
509, 0.0, 9.99999999999999E-7, 5
510, 0.0, 0.013469099887591717, 21
511, 0.0, 4.714045207910318E-7, 9
512, 0.0, 1.1464030551973294E-6, 17
513, 0.0, 0.35355339061335556, 5
514, 0.0, 3.0877965692684465E-5, 6
515, 0.0, 0.3948450510933205, 5
516, 0.0, 0.011789725358173056, 6
517, 0.0, 0.0767764867809944, 6
518, 0.0, 0.10105980668605889, 7
519, 0.0, 0.5087957138407693, 2
520, 0.0, 2.2819914376743455E-6, 12
521, 0.0, 0.09347529676721705, 2
522, 0.0, 3.3333333333333325E-7, 3
523, 0.0, 3.948192637067099E-6, 5
524, 0.0, 2.451575507128289E-6, 13
525, 0.0, 4.242640687119286E-6, 1
526, 0.0, 7.167194970741986E-7, 22
527, 0.0, 6.828427124746192E-7, 5
528, 0.0, 3.204275390215505E-6, 11
529, 0.0, 1.1973554145463436E-4, 5
530, 0.0, 0.37712314523370893, 6
531, 0.0, 0.049793959041233106, 5
532, 0.0, 0.01749446001496786, 23
533, 0.0, 1.2499999999999986E-7, 8
534, 0.0, 3.4030079393099107E-6, 6
535, 0.0, 0.11085287917273186, 5
536, 0.0, 8.774706745063837E-6, 5
537, 0.0, 1.0464899233189143E-4, 5
538, 0.0, 0.011013388996018484, 12
539, 0.0, 6.3887656499994E-7, 7
540, 0.0, 5.3851648071345025E-6, 5
541, 0.0, 0.20030861990937873, 1
542, 0.0, 0.16820751559011124, 9
543, 0.0, 0.13546026375387046, 16
544, 0.0, 4.721110255092798E-6, 5
545, 0.0, 0.024016394303795322, 6
546, 0.0, 2.000000000000001E-6, 1
547, 0.0, 1.9560711193270585E-5, 2
548, 0.0, 0.5264016363158984, 6
549, 0.0, 5.4799016652207845E-6, 8
550, 0.0, 1.639488524842225E-5, 6
551, 0.0, 2.5E-7, 4
552, 0.0, 0.13546941265478582, 10
553, 0.0, 7.499999999999998E-7, 4
554, 0.0, 9.428090415820635E-7, 6
555, 0.0, 4.9650532979003744E-6, 2
556, 0.0, 0.0, 7
557, 0.0, 0.1559642479873838, 9
558, 0.0, 0.005896178775114241, 20
559, 0.0, 8.619997754586866E-6, 6
560, 0.0, 6.02297696891905E-5, 6
561, 0.0, 2.1825664019724426E-6, 8
562, 0.0, 0.0, 10
563, 0.0, 1.038350845373358E-5, 8
564, 0.0, 0.05892532939873996, 2
565, 0.0, 0.12605956126254017, 12
566, 0.0, 0.014433352231147068, 14
567, 0.0, 2.2878150533919565E-5, 8
568, 0.0, 2.23606797749979E-6, 3
569, 0.0, 6.097137343443024E-6, 10
570, 0.0, 6.411681821958842E-5, 6
571, 0.0, 1.9999999999999994E-7, 5
572, 0.0, 0.027360938394682857, 9
573, 0.0, 3.1756588587577764E-5, 8
574, 0.0, 0.13264719995145216, 5
575, 0.0, 5.714285714285718E-7, 21
576, 0.0, 2.2360679774997912E-6, 5
577, 0.0, 8.157401684748077E-6, 3
578, 0.0, 1.43261297653394E-5, 6
579, 0.0, 3.1943828249997E-7, 7
580, 0.0, 3.141476300299351E-6, 6
581, 0.0, 0.08835997163874604, 2
582, 0.0, 8.06225774829855E-6, 1
583, 0.0, 2.0217021981261886E-5, 5
584, 0.0, 0.07692300005070013, 5
585, 0.0, 0.0, 2
586, 0.0, 0.02562026299754322, 38
587, 0.0, 0.04545500029039712, 5
588, 0.0, 1.4633168378289703E-5, 3
589, 0.0, 1.1180339887498945E-6, 2
590, 0.0, 2.5213786205379257E-6, 8
591, 0.0, 0.0, 2
592, 0.0, 4.631202762478184E-6, 6
593, 0.0, 0.012077479194231203, 9
594, 0.0, 0.07126604138013733, 6
595, 0.0, 0.0577593209375479, 6
596, 0.0, 1.9999999999999995E-6, 2
597, 0.0, 0.0, 9
598, 0.0, 0.03367704233081115, 6
599, 0.0, 0.11987431244772931, 5
600, 0.0, 1.3897150804307704E-5, 2
601, 0.0, 1.3058993454519422E-5, 3
602, 0.0, 0.23993295330199338, 5
603, 0.0, 0.06203173822639207, 16
604, 0.0, 0.11022300201582962, 7
605, 0.0, 1.4142135623730947E-6, 2
606, 0.0, 5.772542485937367E-7, 16
607, 0.0, 0.10069200946450525, 1
608, 0.0, 1.2132899964082082E-5, 11
609, 0.0, 0.21343752667935398, 2
610, 0.0, 2.499999999999997E-7, 4
611, 0.0, 0.0, 2
612, 0.0, 2.1007810593582122E-6, 4
613, 0.0, 1.252996408614167E-5, 1
614, 0.0, 1.4142135623730954E-6, 2
615, 0.0, 2.011117638335848E-5, 2
616, 0.0, 0.3019342058693309, 5
617, 0.0, 0.007084017502011181, 21
618, 0.0, 1.5680794948121502E-5, 2
619, 0.0, 1.2165525060596432E-6, 10
620, 0.0, 1.0356294569165754E-5, 3
621, 0.0, 0.02528322142088636, 8
622, 0.0, 0.0, 6
623, 0.0, 1.9636368405376497E-5, 5
624, 0.0, 1.2071067811865482E-6, 2
625, 0.0, 3.64269164289302E-6, 2
626, 0.0, 0.045455001979980175, 6
627, 0.0, 0.013490427129145974, 7
628, 0.0, 1.9659960962920567E-6, 8
629, 0.0, 0.2020303068878529, 5
630, 0.0, 9.722444190003352E-6, 10
631, 0.0, 0.09782460294097521, 8
632, 0.0, 0.0, 4
633, 0.0, 8.127642743752993E-6, 6
634, 0.0, 0.0396979033380188, 3
635, 0.0, 8.325863318599459E-6, 5
636, 0.0, 9.999999999999997E-7, 2
637, 0.0, 6.3701709534757195E-6, 6
638, 0.0, 0.04268902643862958, 5
639, 0.0, 1.88284271247462E-6, 5
640, 0.0, 1.638332748138334E-6, 13
641, 0.0, 0.008901520903144007, 7
642, 0.0, 0.009661789111187247, 7
643, 0.0, 0.05846600303595051, 5
644, 0.0, 0.004219539962656715, 12
645, 0.0, 0.0, 5
646, 0.0, 0.0, 7
