Size of Dataset, 20000
Epsilon, 1.0
MinPoints, 5
InfoGain, 0.9994406176956876
Number of Clusters, 315
Distance Metric, Euclidean
Number of Buzz, 486.0
Percent Buzz, 0.0243
Number of NonBuzz, 19514.0
Percent NonBuzz, 0.9757
Parent Entropy, 0.16494651525786994
Weighted Entropy, 5.593823043123583E-4
Elapsed Time, 252
List of Clusters, Entropy, Average Core Distance, Size of Cluster
144, 0.0, 3.66227766016838E-6, 2
145, 0.0, 0.03630595162195357, 16
146, 0.0, 3.041135880125869E-5, 4
147, 0.0, 0.6132212413455612, 7
148, 0.0, 0.0, 3
149, 0.0, 0.11831668274257735, 18
150, 0.0, 0.09150977981939927, 4
151, 0.0, 0.0176806288543196, 10
152, 0.0, 1.6770509831248422E-6, 4
153, 0.0, 0.0, 2
154, 0.0, 0.0, 8
155, 0.0, 1.9999999999999995E-6, 1
156, 0.0, 1.0, 1
157, 0.0, 1.8674933241309738E-6, 17
158, 0.0, 8.67032043829026E-6, 3
159, 0.0, 0.10000040000294, 5
160, 0.0, 5.711838453868553E-6, 3
161, 0.0, 0.27273227437075925, 11
162, 0.0, 2.0000000000000012E-7, 5
163, 0.0, 3.577893007390451E-6, 11
164, 0.0, 7.211102550927978E-6, 1
165, 0.0, 0.029469255546241867, 3
166, 0.0, 9.807401700618652E-6, 3
167, 0.0, 2.384157764311391E-6, 4
168, 0.0, 3.023243291566195E-5, 1
169, 0.0, 1.4643470802648585E-6, 8
170, 0.0, 1.0, 1
171, 0.0, 5.000000000000003E-7, 2
172, 0.0, 8.750000000000001E-7, 8
173, 0.0, 1.0770329614269008E-5, 1
174, 0.0, 1.0E-6, 5
175, 0.0, 0.12856474077677738, 1
176, 0.0, 0.04065574075379761, 5
177, 0.0, 1.8110847096590933E-5, 5
178, 0.0, 1.0, 1
179, 0.0, 0.39528470752104744, 2
180, 0.0, 0.31426936657865645, 4
181, 0.0, 0.0, 2
182, 0.0, 4.924428900898052E-6, 2
183, 0.0, 4.0000000000000025E-7, 5
184, 0.0, 5.84198405654116E-5, 5
185, 0.0, 7.2801098892805176E-6, 1
186, 0.0, 0.4000028027756377, 10
187, 0.0, 3.162277660168378E-6, 1
188, 0.0, 2.025798040898392E-6, 5
189, 0.0, 9.99999999999999E-7, 4
190, 0.0, 0.7007929001431166, 1
191, 0.0, 1.414213562373095E-6, 1
192, 0.0, 0.0785680490390336, 5
193, 0.0, 1.276142374915396E-6, 3
194, 0.0, 0.0, 1
195, 0.0, 2.125262505142656E-6, 8
196, 0.0, 0.12933067119417466, 7
197, 0.0, 1.0, 1
198, 0.0, 3.942582403567252E-6, 4
199, 0.0, 1.9621165057908915E-6, 6
200, 0.0, 2.857142857142859E-7, 7
201, 0.0, 0.47140404938651104, 1
202, 0.0, 0.05590169943785252, 5
203, 0.0, 0.24252719428933353, 2
204, 0.0, 1.9999999999999995E-6, 1
205, 0.0, 2.2360679774997904E-6, 1
206, 0.0, 2.7281832488860784E-5, 2
207, 0.0, 9.999999999999997E-7, 1
208, 0.0, 2.195449840010015E-5, 1
209, 0.0, 0.17213134656691226, 5
210, 0.0, 5.0311191399338895E-6, 3
211, 0.0, 0.030737726515058413, 4
212, 0.0, 1.8251407699364422E-6, 2
213, 0.0, 1.0, 1
214, 0.0, 1.4142135623730954E-6, 2
215, 0.0, 7.615773105863908E-6, 1
216, 0.0, 0.06111140236976037, 6
217, 0.0, 1.7015364442277143E-5, 2
218, 0.0, 0.09428137671884097, 1
219, 0.0, 2.371274932320758E-5, 2
220, 0.0, 5.830951894845301E-6, 1
221, 0.0, 0.0, 1
222, 0.0, 1.0, 3
223, 0.0, 0.2500005000005, 2
224, 0.0, 1.0, 2
225, 0.0, 0.28284271255416843, 2
226, 0.0, 0.25000000001, 1
227, 0.0, 1.1180339887498949E-5, 1
228, 0.0, 1.0, 1
229, 0.0, 1.0, 5
230, 0.0, 0.6065779904436065, 5
231, 0.0, 0.0, 2
232, 0.0, 1.0, 1
233, 0.0, 0.0, 1
234, 0.0, 1.4655618491562554E-5, 3
235, 0.0, 0.0, 1
236, 0.0, 0.0, 1
237, 0.0, 1.0, 1
238, 0.0, 0.08838992880129067, 2
239, 0.0, 0.0, 3
240, 0.0, 7.952062077970852E-6, 3
241, 0.0, 0.0, 1
242, 0.0, 2.000000000000001E-6, 1
243, 0.0, 9.99999999999999E-7, 1
244, 0.0, 0.2083336000984958, 1
245, 0.0, 1.1565591009252272E-5, 5
246, 0.0, 1.0, 1
247, 0.0, 7.72016426539293E-6, 4
248, 0.0, 9.433981132056603E-6, 1
249, 0.0, 1.4142135623730958E-6, 1
250, 0.0, 6.7082039324993715E-6, 1
251, 0.0, 0.0, 1
252, 0.0, 7.673698073716004E-6, 2
253, 0.0, 0.6704466056033471, 2
254, 0.0, 1.0000000000000006E-6, 1
255, 0.0, 9.99999999999999E-7, 2
256, 0.0, 0.0, 1
257, 0.0, 1.7888543819998313E-5, 1
258, 0.0, 0.6871839475569843, 1
259, 0.0, 1.825140769936443E-6, 2
260, 0.0, 6.70820393249937E-6, 1
261, 0.0, 1.0, 1
262, 0.0, 0.6431391006547497, 1
263, 0.0, 1.0, 1
264, 0.0, 0.0, 1
265, 0.0, 0.0, 1
266, 0.0, 0.1685032118684982, 1
267, 0.0, 0.0, 1
268, 0.0, 0.44721359550107587, 1
269, 0.0, 1.0, 1
270, 0.0, 2.5811388300841876E-6, 2
271, 0.0, 8.66917487261701E-6, 2
272, 0.0, 1.0, 1
273, 0.0, 1.9999999999999995E-6, 1
274, 0.0, 1.1180339887498952E-6, 2
275, 0.0, 1.0, 1
276, 0.0, 9.999999999999997E-7, 1
277, 0.0, 1.0000000000000006E-6, 1
278, 0.0, 0.17677669531643586, 2
279, 0.0, 4.47213595499958E-6, 1
280, 0.0, 1.0, 1
281, 0.0, 0.03449267030834216, 2
282, 0.0, 1.0, 1
283, 0.0, 5.235456045083369E-5, 1
284, 0.0, 6.70820393249937E-6, 1
285, 0.0, 1.9723082923316018E-5, 1
286, 0.0, 6.708203932499369E-6, 1
287, 0.0, 3.935733730830885E-5, 1
288, 0.0, 2.6400757564888172E-5, 2
289, 0.0, 0.3333353874258867, 3
290, 0.0, 1.0, 1
291, 0.0, 1.4142135623730954E-6, 1
292, 0.0, 1.4142135623730952E-6, 1
293, 0.0, 0.48955994745281195, 1
294, 0.0, 2.2360679774997904E-6, 1
295, 0.0, 0.07856804934577405, 1
296, 0.0, 1.0E-6, 1
297, 0.0, 8.06225774829855E-6, 1
298, 0.0, 5.99332962550868E-5, 1
299, 0.0, 1.1661903789690601E-5, 1
300, 0.0, 1.0295630140987E-5, 1
301, 0.0, 0.05846599210652294, 1
302, 0.0, 0.3571430000112, 1
303, 0.0, 1.0, 1
304, 0.0, 0.0, 1
305, 0.0, 5.1478150704935E-5, 1
306, 0.0, 3.6715119501371645E-5, 1
307, 0.0, 1.0, 1
308, 0.0, 0.3535533905932738, 1
309, 0.0, 0.18098004522598615, 1
310, 0.0, 2.683281572999748E-5, 1
311, 0.0, 0.0, 1
312, 0.0, 9.486832980505136E-6, 1
313, 0.0, 0.116619024550028, 1
314, 0.0, 3.605551275463989E-6, 1
