Reachability, All
1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 2.23606797749979E-6, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 3.605551275463989E-6, 3.605551275463989E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1622776601683796E-6, 3.1622776601683796E-6, 2.0000000000000003E-6, 3.605551275463989E-6, 3.605551275463989E-6, 3.605551275463989E-6, 6.70820393249937E-6, 1.2083045973594571E-5, 1.2083045973594571E-5, 1.2083045973594571E-5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 1.0, 1.0, 4.123105625617661E-6, 4.123105625617661E-6, 9.999999999999997E-7, 0.0, 1.0, 1.0, 0.0, 3.1622776601683796E-6, 1.4142135623730952E-6, 9.999999999999997E-7, 1.4142135623730952E-6, 1.4142135623730952E-6, 9.999999999999997E-7, 1.4142135623730952E-6, 1.4142135623730952E-6, 1.4142135623730952E-6, 1.4142135623730952E-6, 1.4142135623730952E-6, 1.4142135623730952E-6, 1.0, 0.0, 0.0, 0.0, 2.82842712474619E-6, 3.605551275463989E-6, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 2.23606797749979E-6, 1.0, 1.0, 1.0, 7.615773105863909E-6, 7.615773105863909E-6, 7.615773105863909E-6, 7.615773105863909E-6, 7.615773105863909E-6, 7.615773105863909E-6, 7.615773105863909E-6, 6.324555320336759E-6, 6.324555320336759E-6, 6.324555320336759E-6, 6.324555320336759E-6, 6.324555320336759E-6, 5.385164807134504E-6, 5.385164807134504E-6, 1.0000000000000006E-6, 6.70820393249937E-6, 8.062257748298552E-6, 0.28284271252588417, 0.28284271252588417, 2.23606797749979E-6, 2.23606797749979E-6, 0.0, 0.0, 0.0, 1.0, 3.1622776601683796E-6, 3.1622776601683796E-6, 0.0, 0.0, 1.4142135623730952E-6, 1.4142135623730952E-6, 9.999999999999997E-7, 9.999999999999997E-7, 9.999999999999997E-7, 9.999999999999997E-7, 9.999999999999997E-7, 9.999999999999997E-7, 9.999999999999997E-7, 9.999999999999997E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.472135954999579E-6, 6.324555320336759E-6, 1.0, 1.0, 1.0, 1.0, 4.1231056256176614E-6, 0.0, 2.23606797749979E-6, 2.23606797749979E-6, 3.6055512754639896E-6, 6.70820393249937E-6, 1.0, 1.0, 1.0, 0.0, 1.4142135623730952E-6, 1.4142135623730952E-6, 0.0, 9.999999999999997E-7, 0.0, 
Reachability, Individual
1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 1.0E-6, 2.23606797749979E-6, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 3.605551275463989E-6, 3.605551275463989E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 
0.0, 0.0, 0.0, 0.0, 0.0, 3.1622776601683796E-6, 3.1622776601683796E-6, 2.0000000000000003E-6, 3.605551275463989E-6, 3.605551275463989E-6, 3.605551275463989E-6, 6.70820393249937E-6, 1.2083045973594571E-5, 1.2083045973594571E-5, 1.2083045973594571E-5, 1.0, 1.0, 0.0, 
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 5.385164807134503E-6, 1.0, 1.0, 4.123105625617661E-6, 4.123105625617661E-6, 9.999999999999997E-7, 0.0, 1.0, 1.0, 0.0, 3.1622776601683796E-6, 1.4142135623730952E-6, 9.999999999999997E-7, 1.4142135623730952E-6, 1.4142135623730952E-6, 9.999999999999997E-7, 1.4142135623730952E-6, 1.4142135623730952E-6, 1.4142135623730952E-6, 1.4142135623730952E-6, 1.4142135623730952E-6, 1.4142135623730952E-6, 1.0, 
0.0, 0.0, 0.0, 2.82842712474619E-6, 3.605551275463989E-6, 1.0, 
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 1.414213562373095E-6, 2.23606797749979E-6, 1.0, 1.0, 1.0, 
7.615773105863909E-6, 7.615773105863909E-6, 7.615773105863909E-6, 7.615773105863909E-6, 7.615773105863909E-6, 7.615773105863909E-6, 7.615773105863909E-6, 6.324555320336759E-6, 6.324555320336759E-6, 6.324555320336759E-6, 6.324555320336759E-6, 6.324555320336759E-6, 5.385164807134504E-6, 5.385164807134504E-6, 1.0000000000000006E-6, 6.70820393249937E-6, 8.062257748298552E-6, 0.28284271252588417, 0.28284271252588417, 2.23606797749979E-6, 2.23606797749979E-6, 0.0, 0.0, 0.0, 1.0, 
3.1622776601683796E-6, 3.1622776601683796E-6, 0.0, 0.0, 1.4142135623730952E-6, 1.4142135623730952E-6, 9.999999999999997E-7, 9.999999999999997E-7, 9.999999999999997E-7, 9.999999999999997E-7, 9.999999999999997E-7, 9.999999999999997E-7, 9.999999999999997E-7, 9.999999999999997E-7, 
