Size of Dataset, 2000
Epsilon, 0.5
MinPoints, 15
InfoGain, 1.0
Number of Clusters, 21
Distance Metric, Euclidean
Precision, 0.0
Recall, 0.0
Accuracy, 0.803
F-1, 0.0
Parent Entropy, 0.7158873656827773
Weighted Entropy, 0.0
Elapsed Time, 1
List of Clusters, Entropy, Average Core Distance, Size of Cluster, Buzz, NonBuzz
0, 0.0, 5.322440830970672E-7, 39, 0.0, 39.0
1, 0.0, 5.100999642498277E-7, 27, 0.0, 27.0
2, 0.0, 0.002777896138592144, 120, 0.0, 120.0
3, 0.0, 1.7241379310344828E-7, 58, 0.0, 58.0
4, 0.0, 8.235748861879446E-7, 48, 0.0, 48.0
5, 0.0, 1.925485444318086E-7, 22, 0.0, 22.0
6, 0.0, 0.0, 138, 0.0, 138.0
7, 0.0, 6.016736942491865E-6, 22, 0.0, 22.0
8, 0.0, 0.011494373394038783, 29, 0.0, 29.0
9, 0.0, 1.1965706963789434E-6, 11, 0.0, 11.0
10, 0.0, 5.438947794844306E-7, 17, 0.0, 17.0
11, 0.0, 4.1132841544309585E-6, 8, 0.0, 8.0
12, 0.0, 2.56155281280883E-6, 2, 0.0, 2.0
13, 0.0, 2.04103520853922E-6, 3, 0.0, 3.0
14, 0.0, 2.5735382895350943E-6, 22, 0.0, 22.0
15, 0.0, 1.118033988749895E-6, 6, 0.0, 6.0
16, 0.0, 4.6229542535711283E-7, 7, 0.0, 7.0
17, 0.0, 2.0000000000000008E-6, 7, 0.0, 7.0
18, 0.0, 2.23606797749979E-6, 1, 0.0, 1.0
19, 0.0, 1.4142135623730952E-6, 1, 0.0, 1.0
20, 0.0, 3.1622776601683796E-6, 1, 0.0, 1.0
