Size of Dataset, 8000
Epsilon, 0.5
MinPoints, 15
InfoGain, 0.9989278602105082
Number of Clusters, 70
Distance Metric, Euclidean
Precision, 0.0
Recall, 0.0
Accuracy, 0.797
F-1, 0.0
Parent Entropy, 0.7158873656827773
Weighted Entropy, 0.0010721397894918236
Elapsed Time, 31
List of Clusters, Entropy, Average Core Distance, Size of Cluster, Buzz, NonBuzz
0, 0.060830626354146024, 0.0011821638762380864, 141, 1.0, 140.0
1, 0.0, 0.003041999621880631, 93, 0.0, 93.0
2, 0.0, 1.6604641567630695E-7, 52, 0.0, 52.0
3, 0.0, 1.0596750874927778E-7, 176, 0.0, 176.0
4, 0.0, 2.8992976219223978E-6, 21, 0.0, 21.0
5, 0.0, 0.0024224806201550387, 516, 0.0, 516.0
6, 0.0, 0.030203900297766137, 19, 0.0, 19.0
7, 0.0, 8.276483509390824E-7, 30, 0.0, 30.0
8, 0.0, 0.0011111532387140645, 225, 0.0, 225.0
9, 0.0, 0.0, 552, 0.0, 552.0
10, 0.0, 0.005241088050314465, 159, 0.0, 159.0
11, 0.0, 0.003632541939074209, 30, 0.0, 30.0
12, 0.0, 8.470924780256475E-8, 57, 0.0, 57.0
13, 0.0, 0.008928571428571428, 56, 0.0, 56.0
14, 0.0, 3.273611364382998E-7, 71, 0.0, 71.0
15, 0.0, 6.941192592546012E-6, 23, 0.0, 23.0
16, 0.0, 5.594298961518327E-7, 75, 0.0, 75.0
17, 0.0, 8.332786367058659E-7, 37, 0.0, 37.0
18, 0.0, 0.0060511361465261536, 18, 0.0, 18.0
19, 0.0, 0.004314974554273798, 29, 0.0, 29.0
20, 0.0, 0.012088022508041925, 39, 0.0, 39.0
21, 0.0, 0.011471947163422695, 32, 0.0, 32.0
22, 0.0, 8.92590424046421E-7, 27, 0.0, 27.0
23, 0.0, 2.332831678664085E-6, 15, 0.0, 15.0
24, 0.0, 0.0036841747383451295, 48, 0.0, 48.0
25, 0.0, 0.11224116757050784, 6, 0.0, 6.0
26, 0.0, 4.761904761904761E-8, 21, 0.0, 21.0
27, 0.0, 3.833599875341776E-6, 19, 0.0, 19.0
28, 0.0, 1.0878565864408423E-7, 13, 0.0, 13.0
29, 0.0, 2.82842712474619E-6, 1, 0.0, 1.0
30, 0.0, 9.547442467302884E-7, 10, 0.0, 10.0
31, 0.0, 6.051525682142558E-7, 7, 0.0, 7.0
32, 0.0, 1.0571346287073997E-5, 15, 0.0, 15.0
33, 0.0, 5.442627457812106E-7, 16, 0.0, 16.0
34, 0.0, 1.039546512193075E-5, 5, 0.0, 5.0
35, 0.0, 1.0591733660532995E-6, 21, 0.0, 21.0
36, 0.0, 1.7308608011890836E-6, 6, 0.0, 6.0
37, 0.0, 0.0, 5, 0.0, 5.0
38, 0.0, 5.263157894736843E-8, 19, 0.0, 19.0
39, 0.0, 3.1622776601683796E-6, 1, 0.0, 1.0
40, 0.0, 3.076975051410172E-6, 7, 0.0, 7.0
41, 0.0, 2.8284271247461907E-6, 4, 0.0, 4.0
42, 0.0, 0.24578063942073763, 15, 0.0, 15.0
43, 0.0, 2.5233012362944793E-6, 25, 0.0, 25.0
44, 0.0, 0.2457806388845549, 4, 0.0, 4.0
45, 0.0, 1.1380711874576982E-6, 6, 0.0, 6.0
46, 0.0, 0.018858855468893976, 25, 0.0, 25.0
47, 0.0, 3.354085916099517E-6, 3, 0.0, 3.0
48, 0.0, 8.883420160044309E-6, 5, 0.0, 5.0
49, 0.0, 2.0200377652776614E-6, 9, 0.0, 9.0
50, 0.0, 1.414213562373095E-6, 7, 0.0, 7.0
51, 0.0, 3.250932383227502E-6, 5, 0.0, 5.0
52, 0.0, 0.5, 1, 0.0, 1.0
53, 0.0, 7.161147271017984E-6, 4, 0.0, 4.0
54, 0.0, 0.015716368435516905, 9, 0.0, 9.0
55, 0.0, 0.3872121399162798, 5, 0.0, 5.0
56, 0.0, 3.8106163923171467E-6, 2, 0.0, 2.0
57, 0.0, 2.2360679774997904E-6, 2, 0.0, 2.0
58, 0.0, 0.0, 3, 0.0, 3.0
59, 0.0, 5.0106524357130295E-6, 10, 0.0, 10.0
60, 0.0, 1.1456018753700109E-5, 7, 0.0, 7.0
61, 0.0, 2.08113883008419E-6, 2, 0.0, 2.0
62, 0.0, 2.7360679774997902E-6, 2, 0.0, 2.0
63, 0.0, 1.414213562373095E-6, 1, 0.0, 1.0
64, 0.0, 4.814506779490628E-6, 4, 0.0, 4.0
65, 0.0, 1.4142135623730952E-6, 1, 0.0, 1.0
66, 0.0, 3.1622776601683796E-6, 1, 0.0, 1.0
67, 0.0, 0.0, 1, 0.0, 1.0
68, 0.0, 1.4142135623730952E-6, 1, 0.0, 1.0
69, 0.0, 8.278530867147738E-6, 2, 0.0, 2.0
