Size of Dataset, 1000
Epsilon, 0.5
MinPoints, 20
InfoGain, 1.0
Number of Clusters, 12
Distance Metric, Euclidean
Precision, 0.0
Recall, 0.0
Accuracy, 0.803
F-1, 0.0
Parent Entropy, 0.7158873656827773
Weighted Entropy, 0.0
Elapsed Time, 0
List of Clusters, Entropy, Average Core Distance, Size of Cluster, Buzz, NonBuzz
0, 0.0, 1.4385082652639364E-6, 22, 0.0, 22.0
1, 0.0, 0.0, 68, 0.0, 68.0
2, 0.0, 5.175737417581273E-6, 21, 0.0, 21.0
3, 0.0, 2.0312500000000004E-7, 64, 0.0, 64.0
4, 0.0, 1.414213562373095E-6, 5, 0.0, 5.0
5, 0.0, 1.1111111111111114E-7, 18, 0.0, 18.0
6, 0.0, 2.307753120327473E-6, 21, 0.0, 21.0
7, 0.0, 2.030604373718116E-6, 4, 0.0, 4.0
8, 0.0, 0.0, 5, 0.0, 5.0
9, 0.0, 1.414213562373095E-6, 1, 0.0, 1.0
10, 0.0, 3.97015621660082E-6, 4, 0.0, 4.0
11, 0.0, 5.385164807134503E-6, 1, 0.0, 1.0
