Size of Dataset, 8000
Epsilon, 1.0
MinPoints, 5
InfoGain, 0.9987380575446448
Number of Clusters, 131
Distance Metric, Euclidean
Precision, 0.0
Recall, 0.0
Accuracy, 0.797
F-1, 0.0
Parent Entropy, 0.7158873656827773
Weighted Entropy, 0.001261942455355195
Elapsed Time, 36
List of Clusters, Entropy, Average Core Distance, Size of Cluster, Buzz, NonBuzz
0, 0.025050966855686252, 0.04383797724175462, 403, 1.0, 402.0
1, 0.0, 0.04276693020657644, 277, 0.0, 277.0
2, 0.0, 0.07470193965958392, 172, 0.0, 172.0
3, 0.0, 0.12838031334325672, 35, 0.0, 35.0
4, 0.0, 0.14538539393100966, 266, 0.0, 266.0
5, 0.0, 0.0035987476383886638, 741, 0.0, 741.0
6, 0.0, 0.12731889102265256, 29, 0.0, 29.0
7, 0.0, 5.931352313380783E-4, 281, 0.0, 281.0
8, 0.0, 0.0, 552, 0.0, 552.0
9, 0.0, 0.3264028798202697, 191, 0.0, 191.0
10, 0.0, 0.0016025673077499998, 104, 0.0, 104.0
11, 0.0, 0.03493580024621414, 96, 0.0, 96.0
12, 0.0, 0.08883611436692794, 151, 0.0, 151.0
13, 0.0, 0.10417626358196626, 48, 0.0, 48.0
14, 0.0, 0.05885632682827418, 50, 0.0, 50.0
15, 0.0, 0.06397893795322644, 10, 0.0, 10.0
16, 0.0, 0.0023590076349857695, 106, 0.0, 106.0
17, 0.0, 0.10704006280141605, 12, 0.0, 12.0
18, 0.0, 7.938939085837476E-7, 54, 0.0, 54.0
19, 0.0, 0.007381273894505866, 8, 0.0, 8.0
20, 0.0, 1.549340405829052E-5, 9, 0.0, 9.0
21, 0.0, 3.697056274847714E-7, 25, 0.0, 25.0
22, 0.0, 6.884158614166177E-7, 30, 0.0, 30.0
23, 0.0, 0.08910612426762596, 25, 0.0, 25.0
24, 0.0, 1.0, 1, 0.0, 1.0
25, 0.0, 0.021503053347274412, 64, 0.0, 64.0
26, 0.0, 0.017547124257538183, 57, 0.0, 57.0
27, 0.0, 5.88235294117647E-8, 34, 0.0, 34.0
28, 0.0, 0.05263205263157892, 19, 0.0, 19.0
29, 0.0, 9.09090909090909E-8, 11, 0.0, 11.0
30, 0.0, 0.07750194313399299, 40, 0.0, 40.0
31, 0.0, 0.3005126291447692, 24, 0.0, 24.0
32, 0.0, 0.04683291306799365, 26, 0.0, 26.0
33, 0.0, 0.238527060293474, 54, 0.0, 54.0
34, 0.0, 0.0, 6, 0.0, 6.0
35, 0.0, 0.21052967815838577, 19, 0.0, 19.0
36, 0.0, 0.054547460670182346, 55, 0.0, 55.0
37, 0.0, 0.12208196373476336, 21, 0.0, 21.0
38, 0.0, 0.0, 3, 0.0, 3.0
39, 0.0, 1.0, 3, 0.0, 3.0
40, 0.0, 0.03571468977530353, 7, 0.0, 7.0
41, 0.0, 4.928650381067042E-6, 2, 0.0, 2.0
42, 0.0, 1.5511892982275442E-6, 12, 0.0, 12.0
43, 0.0, 1.0, 8, 0.0, 8.0
44, 0.0, 3.5342894243457815E-5, 3, 0.0, 3.0
45, 0.0, 3.605551275463989E-6, 2, 0.0, 2.0
46, 0.0, 0.0038236128122403827, 37, 0.0, 37.0
47, 0.0, 0.6000004828427125, 10, 0.0, 10.0
48, 0.0, 0.16083937659206227, 10, 0.0, 10.0
49, 0.0, 0.12619077676597446, 5, 0.0, 5.0
